run_id,sample_id,sample_alias,biosample_id,bioproject_id,library_layout,amplicon,experiment_title,experiment_id,experiment_instrument,experiment_platform
SRR8579900,1f8add5a0217,Pittsburgh_32_InducedSputum,SAMN02738861,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380721,Illumina MiSeq,ILLUMINA
SRR1268673,1f8add5a0217,Pittsburgh_32_InducedSputum,SAMN02738861,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt32IS_ITS,SRX531622,Ion Torrent PGM,ION_TORRENT
SRR8579921,217ccbb83971,Pittsburgh_8_BronchoalveolarLavage,SAMN04211231,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380700,Illumina MiSeq,ILLUMINA
SRR1268606,217ccbb83971,Pittsburgh_8_BronchoalveolarLavage,SAMN02738794,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt08BALB_ITS,SRX531555,Ion Torrent PGM,ION_TORRENT
SRR8579937,2cb96c7ea5ea,SanFrancisco_9_InducedSputum,SAMN02738921,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380684,Illumina MiSeq,ILLUMINA
SRR1268733,2cb96c7ea5ea,SanFrancisco_9_InducedSputum,SAMN02738921,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF09IS_ITS,SRX531682,Ion Torrent PGM,ION_TORRENT
SRR8579914,373b7574e69c,Pittsburgh_20_BronchoalveolarLavage,SAMN04211431,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380707,Illumina MiSeq,ILLUMINA
SRR1268643,373b7574e69c,Pittsburgh_20_BronchoalveolarLavage,SAMN02738831,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt20BALB_ITS,SRX531592,Ion Torrent PGM,ION_TORRENT
SRR8579942,3c7015ee909f,LosAngeles_3_BronchoalveolarLavage,SAMN04211337,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380679,Illumina MiSeq,ILLUMINA
SRR1268521,3c7015ee909f,LosAngeles_3_BronchoalveolarLavage,SAMN02738709,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA03BALA_ITS,SRX531470,Ion Torrent PGM,ION_TORRENT
SRR8579997,3d149abb9f07,SanFrancisco_3_BronchoalveolarLavage,SAMN04211481,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380624,Illumina MiSeq,ILLUMINA
SRR1268708,3d149abb9f07,SanFrancisco_3_BronchoalveolarLavage,SAMN02738896,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF03BALB_ITS,SRX531657,Ion Torrent PGM,ION_TORRENT
SRR8579896,3db49bfce10a,LosAngeles_18_BronchoalveolarLavage,SAMN02738768,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380725,Illumina MiSeq,ILLUMINA
SRR1268580,3db49bfce10a,LosAngeles_18_BronchoalveolarLavage,SAMN02738768,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA18BAL_ITS,SRX531529,Ion Torrent PGM,ION_TORRENT
SRR8579939,420d9a37dc63,SanFrancisco_8_BronchoalveolarLavage,SAMN02738918,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380682,Illumina MiSeq,ILLUMINA
SRR1268730,420d9a37dc63,SanFrancisco_8_BronchoalveolarLavage,SAMN02738918,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF08BAL_ITS,SRX531679,Ion Torrent PGM,ION_TORRENT
SRR8579999,42d596336215,LosAngeles_7_BronchoalveolarLavage,SAMN04211372,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380622,Illumina MiSeq,ILLUMINA
SRR1268538,42d596336215,LosAngeles_7_BronchoalveolarLavage,SAMN02738726,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA07BALB_ITS,SRX531487,Ion Torrent PGM,ION_TORRENT
SRR8579903,45a75f693a01,Pittsburgh_28_BronchoalveolarLavage,SAMN04211527,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380718,Illumina MiSeq,ILLUMINA
SRR1268666,45a75f693a01,Pittsburgh_28_BronchoalveolarLavage,SAMN02738854,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt28BALB_ITS,SRX531615,Ion Torrent PGM,ION_TORRENT
SRR8579953,4787c08a6fc7,Pittsburgh_39_BronchoalveolarLavage,SAMN02738660,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380668,Illumina MiSeq,ILLUMINA
SRR1268697,4787c08a6fc7,Pittsburgh_39_BronchoalveolarLavage,SAMN02738885,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt39BAL_ITS,SRX531646,Ion Torrent PGM,ION_TORRENT
SRR8579938,573cac4d10a3,SanFrancisco_7_BronchoalveolarLavage,SAMN02738916,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380683,Illumina MiSeq,ILLUMINA
SRR1268728,573cac4d10a3,SanFrancisco_7_BronchoalveolarLavage,SAMN02738916,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF07IS_ITS,SRX531677,Ion Torrent PGM,ION_TORRENT
SRR8579979,59e8534f0728,LosAngeles_10_BronchoalveolarLavage,SAMN04211410,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380642,Illumina MiSeq,ILLUMINA
SRR1268550,59e8534f0728,LosAngeles_10_BronchoalveolarLavage,SAMN02738738,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA10BALB_ITS,SRX531499,Ion Torrent PGM,ION_TORRENT
SRR8579973,5a36399330c9,LosAngeles_4_InducedSputum,SAMN02738714,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380648,Illumina MiSeq,ILLUMINA
SRR1268526,5a36399330c9,LosAngeles_4_InducedSputum,SAMN02738714,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA04IS_ITS,SRX531475,Ion Torrent PGM,ION_TORRENT
SRR8579901,5c3e93eca15a,Pittsburgh_33_BronchoalveolarLavage,SAMN04211559,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380720,Illumina MiSeq,ILLUMINA
SRR1268677,5c3e93eca15a,Pittsburgh_33_BronchoalveolarLavage,SAMN02738865,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt33BALB_ITS,SRX531626,Ion Torrent PGM,ION_TORRENT
SRR8579919,5de750cd0b21,LosAngeles_9_InducedSputum,SAMN04211418,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380702,Illumina MiSeq,ILLUMINA
SRR1268547,5de750cd0b21,LosAngeles_9_InducedSputum,SAMN02738735,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA09IS_ITS,SRX531496,Ion Torrent PGM,ION_TORRENT
SRR8579899,6a15f66399f8,Pittsburgh_35_BronchoalveolarLavage,SAMN02738873,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380722,Illumina MiSeq,ILLUMINA
SRR1268685,6a15f66399f8,Pittsburgh_35_BronchoalveolarLavage,SAMN02738873,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt35BALA_ITS,SRX531634,Ion Torrent PGM,ION_TORRENT
SRR8579933,6b46d9181b3f,SanFrancisco_6_InducedSputum,SAMN02738912,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380688,Illumina MiSeq,ILLUMINA
SRR1268724,6b46d9181b3f,SanFrancisco_6_InducedSputum,SAMN02738912,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF06IS_ITS,SRX531673,Ion Torrent PGM,ION_TORRENT
SRR8579879,6fd92a22e366,Pittsburgh_34_BronchoalveolarLavage,SAMN04211569,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380742,Illumina MiSeq,ILLUMINA
SRR1268681,6fd92a22e366,Pittsburgh_34_BronchoalveolarLavage,SAMN02738869,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt34BALB_ITS,SRX531630,Ion Torrent PGM,ION_TORRENT
SRR8579898,741f463f2e54,Pittsburgh_36_BronchoalveolarLavage,SAMN02738877,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380723,Illumina MiSeq,ILLUMINA
SRR1268689,741f463f2e54,Pittsburgh_36_BronchoalveolarLavage,SAMN02738877,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt36BAL_ITS,SRX531638,Ion Torrent PGM,ION_TORRENT
SRR8579917,792cc7bb53ed,LosAngeles_9_BronchoalveolarLavage,SAMN04211415,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380704,Illumina MiSeq,ILLUMINA
SRR1268546,792cc7bb53ed,LosAngeles_9_BronchoalveolarLavage,SAMN02738734,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA09BALB_ITS,SRX531495,Ion Torrent PGM,ION_TORRENT
SRR8579940,796a06db54b8,Pittsburgh_2_BronchoalveolarLavage,SAMN04211221,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380681,Illumina MiSeq,ILLUMINA
SRR1268584,796a06db54b8,Pittsburgh_2_BronchoalveolarLavage,SAMN02738772,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt02BALA_ITS,SRX531533,Ion Torrent PGM,ION_TORRENT
SRR8579967,7c3bcd5f58be,LosAngeles_6_InducedSputum,SAMN02738723,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380654,Illumina MiSeq,ILLUMINA
SRR1268535,7c3bcd5f58be,LosAngeles_6_InducedSputum,SAMN02738723,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA06IS_ITS,SRX531484,Ion Torrent PGM,ION_TORRENT
SRR8579957,7cd7ab47d735,SanFrancisco_1_BronchoalveolarLavage,SAMN04211290,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380664,Illumina MiSeq,ILLUMINA
SRR1268702,7cd7ab47d735,SanFrancisco_1_BronchoalveolarLavage,SAMN02738890,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF01BALB_ITS,SRX531651,Ion Torrent PGM,ION_TORRENT
SRR8579934,807ab9b5a16a,SanFrancisco_4_InducedSputum,SAMN02738902,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380687,Illumina MiSeq,ILLUMINA
SRR1268714,807ab9b5a16a,SanFrancisco_4_InducedSputum,SAMN02738902,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF04IS_ITS,SRX531663,Ion Torrent PGM,ION_TORRENT
SRR8579972,82435a7d7bf0,LosAngeles_5_InducedSputum,SAMN02738718,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380649,Illumina MiSeq,ILLUMINA
SRR1268530,82435a7d7bf0,LosAngeles_5_InducedSputum,SAMN02738718,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA05IS_ITS,SRX531479,Ion Torrent PGM,ION_TORRENT
SRR8579932,88511af294ac,SanFrancisco_6_BronchoalveolarLavage,SAMN02738910,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380689,Illumina MiSeq,ILLUMINA
SRR1268723,88511af294ac,SanFrancisco_6_BronchoalveolarLavage,SAMN02738911,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF06BALB_ITS,SRX531672,Ion Torrent PGM,ION_TORRENT
SRR8579897,8d2548d4d3cd,Pittsburgh_38_BronchoalveolarLavage,SAMN02738881,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380724,Illumina MiSeq,ILLUMINA
SRR1268693,8d2548d4d3cd,Pittsburgh_38_BronchoalveolarLavage,SAMN02738881,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt38BAL_ITS,SRX531642,Ion Torrent PGM,ION_TORRENT
SRR8579894,9006eee4c463,Pittsburgh_13_InducedSputum,SAMN02738804,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380727,Illumina MiSeq,ILLUMINA
SRR1268620,9006eee4c463,Pittsburgh_13_InducedSputum,SAMN02738808,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt13IS_ITS,SRX531569,Ion Torrent PGM,ION_TORRENT
SRR8579970,92c3170361fe,LosAngeles_1_InducedSputum,SAMN02738705,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380651,Illumina MiSeq,ILLUMINA
SRR1268517,92c3170361fe,LosAngeles_1_InducedSputum,SAMN02738705,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA01IS_ITS,SRX531466,Ion Torrent PGM,ION_TORRENT
SRR8579895,9a16f468f504,LosAngeles_18_InducedSputum,SAMN02738769,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380726,Illumina MiSeq,ILLUMINA
SRR1268581,9a16f468f504,LosAngeles_18_InducedSputum,SAMN02738769,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA18IS_ITS,SRX531530,Ion Torrent PGM,ION_TORRENT
SRR8579913,aafe0404a263,Pittsburgh_19_BronchoalveolarLavage,SAMN04211425,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380708,Illumina MiSeq,ILLUMINA
SRR1268639,aafe0404a263,Pittsburgh_19_BronchoalveolarLavage,SAMN02738827,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt19BALB_ITS,SRX531588,Ion Torrent PGM,ION_TORRENT
SRR8579931,b2a636420a31,LosAngeles_17_InducedSputum,SAMN02738765,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380690,Illumina MiSeq,ILLUMINA
SRR1268577,b2a636420a31,LosAngeles_17_InducedSputum,SAMN02738765,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA17IS_ITS,SRX531526,Ion Torrent PGM,ION_TORRENT
SRR8579935,b89f3db0cea0,SanFrancisco_5_InducedSputum,SAMN02738907,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Induced sputum 16S amplicons,SRX5380686,Illumina MiSeq,ILLUMINA
SRR1268719,b89f3db0cea0,SanFrancisco_5_InducedSputum,SAMN02738907,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF05IS_ITS,SRX531668,Ion Torrent PGM,ION_TORRENT
SRR8579924,c923aeed8cf9,Pittsburgh_3_BronchoalveolarLavage,SAMN04211238,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380697,Illumina MiSeq,ILLUMINA
SRR1268588,c923aeed8cf9,Pittsburgh_3_BronchoalveolarLavage,SAMN02738776,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt03BALB_ITS,SRX531537,Ion Torrent PGM,ION_TORRENT
SRR8579902,ccd6b2128555,LosAngeles_15_BronchoalveolarLavage,SAMN04211553,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380719,Illumina MiSeq,ILLUMINA
SRR1268568,ccd6b2128555,LosAngeles_15_BronchoalveolarLavage,SAMN02738756,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA15BALB_ITS,SRX531517,Ion Torrent PGM,ION_TORRENT
SRR8590022,d73a64112c7b,Pittsburgh_31_BronchoalveolarLavage,SAMN10941474,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5390253,Illumina MiSeq,ILLUMINA
SRR1268670,d73a64112c7b,Pittsburgh_31_BronchoalveolarLavage,SAMN02738858,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt31BALA_ITS,SRX531619,Ion Torrent PGM,ION_TORRENT
SRR8579881,dce6272b1a74,SanFrancisco_5_BronchoalveolarLavage,SAMN04211519,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380740,Illumina MiSeq,ILLUMINA
SRR1268718,dce6272b1a74,SanFrancisco_5_BronchoalveolarLavage,SAMN02738906,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from SF05BALB_ITS,SRX531667,Ion Torrent PGM,ION_TORRENT
SRR8579911,de2f22c44890,Pittsburgh_21_BronchoalveolarLavage,SAMN04211441,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380710,Illumina MiSeq,ILLUMINA
SRR1268647,de2f22c44890,Pittsburgh_21_BronchoalveolarLavage,SAMN02738835,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt21BALA_ITS,SRX531596,Ion Torrent PGM,ION_TORRENT
SRR8579893,e14fa1f23d76,Pittsburgh_15_BronchoalveolarLavage,SAMN02738813,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380728,Illumina MiSeq,ILLUMINA
SRR1268625,e14fa1f23d76,Pittsburgh_15_BronchoalveolarLavage,SAMN02738813,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt15BALA_ITS,SRX531574,Ion Torrent PGM,ION_TORRENT
SRR8580003,e9c9c2195fc6,LosAngeles_6_BronchoalveolarLavage,SAMN04211361,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380618,Illumina MiSeq,ILLUMINA
SRR1268534,e9c9c2195fc6,LosAngeles_6_BronchoalveolarLavage,SAMN02738722,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA06BALB_ITS,SRX531483,Ion Torrent PGM,ION_TORRENT
SRR8579912,eae57cfa7a17,Pittsburgh_22_BronchoalveolarLavage,SAMN04211447,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380709,Illumina MiSeq,ILLUMINA
SRR1268652,eae57cfa7a17,Pittsburgh_22_BronchoalveolarLavage,SAMN02738840,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt22BALB_ITS,SRX531601,Ion Torrent PGM,ION_TORRENT
SRR8579990,eef31ac9565b,LosAngeles_11_BronchoalveolarLavage,SAMN04211457,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380631,Illumina MiSeq,ILLUMINA
SRR1268553,eef31ac9565b,LosAngeles_11_BronchoalveolarLavage,SAMN02738741,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA11BALA_ITS,SRX531502,Ion Torrent PGM,ION_TORRENT
SRR8579882,f6c2156f9cb2,Pittsburgh_25_BronchoalveolarLavage,SAMN04211489,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380739,Illumina MiSeq,ILLUMINA
SRR1268660,f6c2156f9cb2,Pittsburgh_25_BronchoalveolarLavage,SAMN02738848,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from Pitt25BALB_ITS,SRX531609,Ion Torrent PGM,ION_TORRENT
SRR8579978,f8c84fa333b6,LosAngeles_17_BronchoalveolarLavage,SAMN02738764,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380643,Illumina MiSeq,ILLUMINA
SRR1268576,f8c84fa333b6,LosAngeles_17_BronchoalveolarLavage,SAMN02738764,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA17BAL_ITS,SRX531525,Ion Torrent PGM,ION_TORRENT
SRR8579986,fe0f39d8fb5f,LosAngeles_8_BronchoalveolarLavage,SAMN04211379,PRJNA241408_PRJNA522449,PAIRED,bac_16s,Bronchoscope wash 16S amplicons,SRX5380635,Illumina MiSeq,ILLUMINA
SRR1268542,fe0f39d8fb5f,LosAngeles_8_BronchoalveolarLavage,SAMN02738730,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA08BALB_ITS,SRX531491,Ion Torrent PGM,ION_TORRENT
SRR8579883,feed5a776d97,LosAngeles_13_BronchoalveolarLavage,SAMN04211495,PRJNA241408_PRJNA522449,PAIRED,bac_16s,BAL 16S amplicons,SRX5380738,Illumina MiSeq,ILLUMINA
SRR1268559,feed5a776d97,LosAngeles_13_BronchoalveolarLavage,SAMN02738747,PRJNA241408_PRJNA522449,SINGLE,fun_its,Lung mycobiome from LA13BALB_ITS,SRX531508,Ion Torrent PGM,ION_TORRENT
SRR1525647,030436879d51,SUBJECT_8_POST,SAMN02940988,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661815,Illumina HiSeq 1000,ILLUMINA
SRR1521250,030436879d51,SUBJECT_8_POST,SAMN02742144,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657822,454 GS FLX Titanium,LS454
SRR1525655,17dc579c1690,SUBJECT_9_PRE,SAMN02940992,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661822,Illumina HiSeq 1000,ILLUMINA
SRR1521254,17dc579c1690,SUBJECT_9_PRE,SAMN02742148,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657826,454 GS FLX Titanium,LS454
SRR1525651,32976bce2ca9,SUBJECT_9_INTER,SAMN02940990,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661817,Illumina HiSeq 1000,ILLUMINA
SRR1521252,32976bce2ca9,SUBJECT_9_INTER,SAMN02742146,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657824,454 GS FLX Titanium,LS454
SRR1525649,39a681a42a61,SUBJECT_8_PRE,SAMN02940989,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661816,Illumina HiSeq 1000,ILLUMINA
SRR1521251,39a681a42a61,SUBJECT_8_PRE,SAMN02742145,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657823,454 GS FLX Titanium,LS454
SRR1525653,41fe30d1ad99,SUBJECT_9_POST,SAMN02940991,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661819,Illumina HiSeq 1000,ILLUMINA
SRR1521253,41fe30d1ad99,SUBJECT_9_POST,SAMN02742147,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657825,454 GS FLX Titanium,LS454
SRR1525633,69eeb9f25a0f,SUBJECT_2_POST,SAMN02940981,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661807,Illumina HiSeq 1000,ILLUMINA
SRR1521243,69eeb9f25a0f,SUBJECT_2_POST,SAMN02742137,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657815,454 GS FLX Titanium,LS454
SRR1525645,903405308977,SUBJECT_8_INTER,SAMN02940987,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661814,Illumina HiSeq 1000,ILLUMINA
SRR1521249,903405308977,SUBJECT_8_INTER,SAMN02742143,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657821,454 GS FLX Titanium,LS454
SRR1525637,9e96b84c8fed,SUBJECT_3_POST,SAMN02940983,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661809,Illumina HiSeq 1000,ILLUMINA
SRR1521245,9e96b84c8fed,SUBJECT_3_POST,SAMN02742139,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657817,454 GS FLX Titanium,LS454
SRR1525631,a4feeada67e9,SUBJECT_1_PRE,SAMN02940980,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661806,Illumina HiSeq 1000,ILLUMINA
SRR1521242,a4feeada67e9,SUBJECT_1_PRE,SAMN02742136,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX653587,454 GS FLX Titanium,LS454
SRR1525643,bd996101457e,SUBJECT_6_PRE,SAMN02940986,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661812,Illumina HiSeq 1000,ILLUMINA
SRR1521248,bd996101457e,SUBJECT_6_PRE,SAMN02742142,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657820,454 GS FLX Titanium,LS454
SRR1525635,df4f785a50ad,SUBJECT_2_PRE,SAMN02940982,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661808,Illumina HiSeq 1000,ILLUMINA
SRR1521244,df4f785a50ad,SUBJECT_2_PRE,SAMN02742138,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657816,454 GS FLX Titanium,LS454
SRR1525641,eaf4ae6801e6,SUBJECT_6_POST,SAMN02940985,PRJNA246028_PRJNA256169,PAIRED,bac_16s,Characterization and quantification of the bacterial microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX661811,Illumina HiSeq 1000,ILLUMINA
SRR1521247,eaf4ae6801e6,SUBJECT_6_POST,SAMN02742141,PRJNA246028_PRJNA256169,SINGLE,fun_its,Characterization and quantification of the fungal microbiome in cystic fibrosis subjects over the course of antibacterial therapy,SRX657819,454 GS FLX Titanium,LS454
