experiment_id,biosample_id,sample_id,experiment_title,experiment_instrument,experiment_platform
SRX1026157,SAMN03653500,30346e7892e8,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS61,Illumina MiSeq,ILLUMINA
SRX1026156,SAMN03653499,a8b0cea2497e,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Water from pipe: Sample DS23,Illumina MiSeq,ILLUMINA
SRX1026155,SAMN03653498,860e3d5f5022,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS86,Illumina MiSeq,ILLUMINA
SRX1026154,SAMN03653497,2309294123de,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Brook coming out of the culvert: Sample DS74,Illumina MiSeq,ILLUMINA
SRX1026153,SAMN03653496,f0838da07f13,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS87,Illumina MiSeq,ILLUMINA
SRX1026152,SAMN03653495,1f53db511cdc,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS66,Illumina MiSeq,ILLUMINA
SRX1026151,SAMN03653494,a2d9bb8c3293,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS63,Illumina MiSeq,ILLUMINA
SRX1026150,SAMN03653493,6798143f9b73,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS1,Illumina MiSeq,ILLUMINA
SRX1026149,SAMN03653492,116e50eb4489,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS28,Illumina MiSeq,ILLUMINA
SRX1026148,SAMN03653491,05f40ef655df,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS85,Illumina MiSeq,ILLUMINA
SRX1026147,SAMN03653490,a1018b5c9a13,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS39,Illumina MiSeq,ILLUMINA
SRX1026146,SAMN03653489,e4e26e15fbbc,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS80,Illumina MiSeq,ILLUMINA
SRX1026145,SAMN03653488,748d9b51aa65,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS24,Illumina MiSeq,ILLUMINA
SRX1026144,SAMN03653487,ac96e64387b4,Bacterial 16S high throughput sequencing of Cuyahoga River water sample: Sample DS92,Illumina MiSeq,ILLUMINA
SRX1026143,SAMN03653577,89cc9b7d1a74,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS48,Illumina MiSeq,ILLUMINA
SRX1026142,SAMN03653576,634243abcce9,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS8,Illumina MiSeq,ILLUMINA
SRX1026141,SAMN03653575,fb0a6c6d4139,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS59,Illumina MiSeq,ILLUMINA
SRX1026140,SAMN03653574,8f7749cc6bab,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS93,Illumina MiSeq,ILLUMINA
SRX1026139,SAMN03653573,0d8d00e28ef6,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS73,Illumina MiSeq,ILLUMINA
SRX1026138,SAMN03653572,3dfd4e42c377,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS76,Illumina MiSeq,ILLUMINA
SRX1026137,SAMN03653571,d23d1d02dbe7,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS30,Illumina MiSeq,ILLUMINA
SRX1026136,SAMN03653570,b7687692f42c,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS42,Illumina MiSeq,ILLUMINA
SRX1026135,SAMN03653569,b803e4f15d68,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS31,Illumina MiSeq,ILLUMINA
SRX1026134,SAMN03653568,871276849ab8,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS79,Illumina MiSeq,ILLUMINA
SRX1026133,SAMN03653567,2e20808c2165,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS11,Illumina MiSeq,ILLUMINA
SRX1026132,SAMN03653566,e3cd9658d3ce,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS68,Illumina MiSeq,ILLUMINA
SRX1026131,SAMN03653565,7a62b6ba13f6,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS17,Illumina MiSeq,ILLUMINA
SRX1026130,SAMN03653564,fcb79520d876,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS20,Illumina MiSeq,ILLUMINA
SRX1026129,SAMN03653563,8ac5a7481e63,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS33,Illumina MiSeq,ILLUMINA
SRX1026128,SAMN03653562,7ac2a764ad46,"""Pooled High throughput metabarcoding of Cuyahoga River water sample: In harbor, end of pier before Wendy Park"": Sample DS82",Illumina MiSeq,ILLUMINA
SRX1026127,SAMN03653561,9a03c7698de4,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS43,Illumina MiSeq,ILLUMINA
SRX1026126,SAMN03653560,c86ab1c1e1e5,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS95,Illumina MiSeq,ILLUMINA
SRX1026125,SAMN03653559,e51affc1ca07,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS12,Illumina MiSeq,ILLUMINA
SRX1026124,SAMN03653558,a2fdf1bab0eb,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS78,Illumina MiSeq,ILLUMINA
SRX1026123,SAMN03653557,a620f4abd6af,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS71,Illumina MiSeq,ILLUMINA
SRX1026122,SAMN03653556,8ada9001cadc,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS45,Illumina MiSeq,ILLUMINA
SRX1026121,SAMN03653555,eda2e16e24a1,Pooled High throughput metabarcoding of Cuyahoga River water sample: Shelly Liquid terminal: Sample DS3,Illumina MiSeq,ILLUMINA
SRX1026120,SAMN03653554,d6d1afde44d9,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS9,Illumina MiSeq,ILLUMINA
SRX1026119,SAMN03653553,7775984cff1d,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS70,Illumina MiSeq,ILLUMINA
SRX1026118,SAMN03653552,0aa87ceea1d2,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS40,Illumina MiSeq,ILLUMINA
SRX1026117,SAMN03653551,44f1bb912d1b,Pooled High throughput metabarcoding of Cuyahoga River water sample: Drain from metal basin: Sample DS19,Illumina MiSeq,ILLUMINA
SRX1026116,SAMN03653550,2b4b1d716965,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS35,Illumina MiSeq,ILLUMINA
SRX1026115,SAMN03653549,b9e22d54aea6,Pooled High throughput metabarcoding of Cuyahoga River water sample: ArcelorMittal Outfall: Sample DS2,Illumina MiSeq,ILLUMINA
SRX1026114,SAMN03653548,1bee52f2cf16,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS54,Illumina MiSeq,ILLUMINA
SRX1026113,SAMN03653547,9cbca0f51277,Pooled High throughput metabarcoding of Cuyahoga River water sample: Pipe + inside retention line : Sample DS34,Illumina MiSeq,ILLUMINA
SRX1026112,SAMN03653546,19a466185fad,Pooled High throughput metabarcoding of Cuyahoga River water sample: Pipe + outside retention line: Sample DS7,Illumina MiSeq,ILLUMINA
SRX1026111,SAMN03653545,d3e29d4e4a3e,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS41,Illumina MiSeq,ILLUMINA
SRX1026110,SAMN03653544,313186bb0752,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS57,Illumina MiSeq,ILLUMINA
SRX1026109,SAMN03653543,db479dd390ac,Pooled High throughput metabarcoding of Cuyahoga River water sample: Near Sunoco Refinery: Sample DS21,Illumina MiSeq,ILLUMINA
SRX1026108,SAMN03653542,8402f73df43e,Pooled High throughput metabarcoding of Cuyahoga River water sample: LB before suspended pipelines: Sample DS26,Illumina MiSeq,ILLUMINA
SRX1026107,SAMN03653541,38668bcc1e3e,Pooled High throughput metabarcoding of Cuyahoga River water sample: Drain LB: Sample DS84,Illumina MiSeq,ILLUMINA
SRX1026106,SAMN03653540,7959e12bf67e,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS60,Illumina MiSeq,ILLUMINA
SRX1026105,SAMN03653539,9f34b4382d13,Pooled High throughput metabarcoding of Cuyahoga River water sample: From large affluent of clear water from WWTP: Sample DS4,Illumina MiSeq,ILLUMINA
SRX1026104,SAMN03653538,c2e095f76722,Pooled High throughput metabarcoding of Cuyahoga River water sample: From covered drain: Sample DS14,Illumina MiSeq,ILLUMINA
SRX1026103,SAMN03653537,69b9b213bb8f,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS64,Illumina MiSeq,ILLUMINA
SRX1026102,SAMN03653536,70d2b92163b2,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS51,Illumina MiSeq,ILLUMINA
SRX1026101,SAMN03653535,22917fab2ae6,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS46,Illumina MiSeq,ILLUMINA
SRX1026100,SAMN03653534,d3732765a108,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS65,Illumina MiSeq,ILLUMINA
SRX1026099,SAMN03653533,fa921fb7ca5a,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS49,Illumina MiSeq,ILLUMINA
SRX1026098,SAMN03653532,357ea43e62da,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS18,Illumina MiSeq,ILLUMINA
SRX1026097,SAMN03653531,be4e81e0e24b,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS47,Illumina MiSeq,ILLUMINA
SRX1026096,SAMN03653530,9426f65d8f5a,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS50,Illumina MiSeq,ILLUMINA
SRX1026095,SAMN03653529,7f7523320451,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS77,Illumina MiSeq,ILLUMINA
SRX1026094,SAMN03653528,6fa78436e1f3,Pooled High throughput metabarcoding of Cuyahoga River water sample: Flooded river in morning: Sample DS55,Illumina MiSeq,ILLUMINA
SRX1026093,SAMN03653527,ab68609b74c6,Pooled High throughput metabarcoding of Cuyahoga River water sample: WPCS Akron Waterfall: Sample DS53,Illumina MiSeq,ILLUMINA
SRX1026092,SAMN03653526,a40b36b63294,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sewer plant: Sample DS91,Illumina MiSeq,ILLUMINA
SRX1026091,SAMN03653525,89fa989835d9,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS13,Illumina MiSeq,ILLUMINA
SRX1026090,SAMN03653524,b15ab04dd690,"""Pooled High throughput metabarcoding of Cuyahoga River water sample: 100 m downstream 38, near drain "": Sample DS62",Illumina MiSeq,ILLUMINA
SRX1026089,SAMN03653523,7080da6e9c69,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS37,Illumina MiSeq,ILLUMINA
SRX1026088,SAMN03653522,a659c499ff1f,Pooled High throughput metabarcoding of Cuyahoga River water sample: Double-drain: Sample DS36,Illumina MiSeq,ILLUMINA
SRX1026087,SAMN03653521,3bf784dec94e,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS27,Illumina MiSeq,ILLUMINA
SRX1026086,SAMN03653520,91bd14d388dc,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS67,Illumina MiSeq,ILLUMINA
SRX1026085,SAMN03653519,511f6d9aa788,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS6,Illumina MiSeq,ILLUMINA
SRX1026084,SAMN03653518,c39911699dc8,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS83,Illumina MiSeq,ILLUMINA
SRX1026083,SAMN03653517,970427221b83,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS72,Illumina MiSeq,ILLUMINA
SRX1026082,SAMN03653516,87ce11da4560,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS90,Illumina MiSeq,ILLUMINA
SRX1026081,SAMN03653515,86936b661343,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS94,Illumina MiSeq,ILLUMINA
SRX1026080,SAMN03653514,2e660f5270b7,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS75,Illumina MiSeq,ILLUMINA
SRX1026079,SAMN03653513,f666f837247f,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS52,Illumina MiSeq,ILLUMINA
SRX1026078,SAMN03653512,d261f084f806,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS10,Illumina MiSeq,ILLUMINA
SRX1026077,SAMN03653511,10ff58358baa,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS15,Illumina MiSeq,ILLUMINA
SRX1026076,SAMN03653510,d0555b053e75,Pooled High throughput metabarcoding of Cuyahoga River water sample: WWTP Mantua: Sample DS89,Illumina MiSeq,ILLUMINA
SRX1026075,SAMN03653509,ad1abe78ec2d,Pooled High throughput metabarcoding of Cuyahoga River water sample: Brook: Sample DS58,Illumina MiSeq,ILLUMINA
SRX1026074,SAMN03653508,21868b7e2cb6,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS32,Illumina MiSeq,ILLUMINA
SRX1026073,SAMN03653507,67844666ac42,Pooled High throughput metabarcoding of Cuyahoga River water sample: 100 m downstream of 21: Sample DS88,Illumina MiSeq,ILLUMINA
SRX1026072,SAMN03653506,fbea2b8e0863,Pooled High throughput metabarcoding of Cuyahoga River water sample: Drainage pipe: Sample DS81,Illumina MiSeq,ILLUMINA
SRX1026071,SAMN03653505,6a4e3accb8ab,Pooled High throughput metabarcoding of Cuyahoga River water sample: Retention spill - inside: Sample DS69,Illumina MiSeq,ILLUMINA
SRX1026070,SAMN03653504,989b7aa8145a,Pooled High throughput metabarcoding of Cuyahoga River water sample: Retention spill - outside/river: Sample DS25,Illumina MiSeq,ILLUMINA
SRX1026069,SAMN03653503,b096f160a7ea,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS38,Illumina MiSeq,ILLUMINA
SRX1026068,SAMN03653502,2b59b800ba75,Pooled High throughput metabarcoding of Cuyahoga River water sample: Pond next to river: Sample DS5,Illumina MiSeq,ILLUMINA
SRX1026067,SAMN03653501,84b5b2b19b04,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS22,Illumina MiSeq,ILLUMINA
SRX1026066,SAMN03653500,30346e7892e8,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS61,Illumina MiSeq,ILLUMINA
SRX1026065,SAMN03653499,a8b0cea2497e,Pooled High throughput metabarcoding of Cuyahoga River water sample: Water from pipe: Sample DS23,Illumina MiSeq,ILLUMINA
SRX1026064,SAMN03653498,860e3d5f5022,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS86,Illumina MiSeq,ILLUMINA
SRX1026063,SAMN03653497,2309294123de,Pooled High throughput metabarcoding of Cuyahoga River water sample: Brook coming out of the culvert: Sample DS74,Illumina MiSeq,ILLUMINA
SRX1026062,SAMN03653496,f0838da07f13,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS87,Illumina MiSeq,ILLUMINA
SRX1026061,SAMN03653495,1f53db511cdc,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS66,Illumina MiSeq,ILLUMINA
SRX1026060,SAMN03653494,a2d9bb8c3293,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS63,Illumina MiSeq,ILLUMINA
SRX1026059,SAMN03653493,6798143f9b73,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS1,Illumina MiSeq,ILLUMINA
SRX1026058,SAMN03653492,116e50eb4489,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS28,Illumina MiSeq,ILLUMINA
SRX1026057,SAMN03653491,05f40ef655df,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS85,Illumina MiSeq,ILLUMINA
SRX1026056,SAMN03653490,a1018b5c9a13,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS39,Illumina MiSeq,ILLUMINA
SRX1026055,SAMN03653489,e4e26e15fbbc,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS80,Illumina MiSeq,ILLUMINA
SRX1026054,SAMN03653488,748d9b51aa65,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS24,Illumina MiSeq,ILLUMINA
SRX1026053,SAMN03653487,ac96e64387b4,Pooled High throughput metabarcoding of Cuyahoga River water sample: Sample DS92,Illumina MiSeq,ILLUMINA
SRX1072142,SAMN03792288,c979d5fdaf00,18S rRNA Microbiome of watershed: Sample UPL_109,Illumina MiSeq,ILLUMINA
SRX1072141,SAMN03792288,c979d5fdaf00,16S rRNA Microbiome of watershed: Sample UPL_109,Illumina MiSeq,ILLUMINA
SRX1072140,SAMN03792280,132682a96f0d,18S rRNA Microbiome of watershed: Sample UPL_101,Illumina MiSeq,ILLUMINA
SRX1072139,SAMN03792280,132682a96f0d,16S rRNA Microbiome of watershed: Sample UPL_101,Illumina MiSeq,ILLUMINA
SRX1072138,SAMN03792271,03eb14b56ddd,18S rRNA Microbiome of watershed: Sample UPL_092,Illumina MiSeq,ILLUMINA
SRX1072137,SAMN03792271,03eb14b56ddd,16S rRNA Microbiome of watershed: Sample UPL_092,Illumina MiSeq,ILLUMINA
SRX1072136,SAMN03792263,7574ff45f5bd,18S rRNA Microbiome of watershed: Sample UPL_084,Illumina MiSeq,ILLUMINA
SRX1072135,SAMN03792263,7574ff45f5bd,16S rRNA Microbiome of watershed: Sample UPL_084,Illumina MiSeq,ILLUMINA
SRX1072134,SAMN03792255,2d73284118df,18S rRNA Microbiome of watershed: Sample UPL_076,Illumina MiSeq,ILLUMINA
SRX1072133,SAMN03792255,2d73284118df,16S rRNA Microbiome of watershed: Sample UPL_076,Illumina MiSeq,ILLUMINA
SRX1072132,SAMN03792247,b3ca3a9b0384,18S rRNA Microbiome of watershed: Sample UPL_068,Illumina MiSeq,ILLUMINA
SRX1072131,SAMN03792247,b3ca3a9b0384,16S rRNA Microbiome of watershed: Sample UPL_068,Illumina MiSeq,ILLUMINA
SRX1072130,SAMN03792239,20b8a74a20b0,18S rRNA Microbiome of watershed: Sample UPL_060,Illumina MiSeq,ILLUMINA
SRX1072129,SAMN03792239,20b8a74a20b0,16S rRNA Microbiome of watershed: Sample UPL_060,Illumina MiSeq,ILLUMINA
SRX1072128,SAMN03792231,266701a218c8,18S rRNA Microbiome of watershed: Sample UPL_052,Illumina MiSeq,ILLUMINA
SRX1072127,SAMN03792231,266701a218c8,16S rRNA Microbiome of watershed: Sample UPL_052,Illumina MiSeq,ILLUMINA
SRX1072126,SAMN03792223,d2f400406b2b,18S rRNA Microbiome of watershed: Sample UPL_044,Illumina MiSeq,ILLUMINA
SRX1072125,SAMN03792223,d2f400406b2b,16S rRNA Microbiome of watershed: Sample UPL_044,Illumina MiSeq,ILLUMINA
SRX1072124,SAMN03792213,47a66e1dbae4,18S rRNA Microbiome of watershed: Sample UPL_034,Illumina MiSeq,ILLUMINA
SRX1072123,SAMN03792213,47a66e1dbae4,16S rRNA Microbiome of watershed: Sample UPL_034,Illumina MiSeq,ILLUMINA
SRX1072122,SAMN03792207,e114b8c86523,18S rRNA Microbiome of watershed: Sample UPL_028,Illumina MiSeq,ILLUMINA
SRX1072121,SAMN03792207,e114b8c86523,16S rRNA Microbiome of watershed: Sample UPL_028,Illumina MiSeq,ILLUMINA
SRX1072120,SAMN03792199,c168748e045a,18S rRNA Microbiome of watershed: Sample UPL_020,Illumina MiSeq,ILLUMINA
SRX1072119,SAMN03792199,c168748e045a,16S rRNA Microbiome of watershed: Sample UPL_020,Illumina MiSeq,ILLUMINA
SRX1072118,SAMN03792289,95a8223d4998,18S rRNA Microbiome of watershed: Sample UDS_110,Illumina MiSeq,ILLUMINA
SRX1072117,SAMN03792289,95a8223d4998,16S rRNA Microbiome of watershed: Sample UDS_110,Illumina MiSeq,ILLUMINA
SRX1072116,SAMN03792281,20f0beea535a,18S rRNA Microbiome of watershed: Sample UDS_102,Illumina MiSeq,ILLUMINA
SRX1072115,SAMN03792281,20f0beea535a,16S rRNA Microbiome of watershed: Sample UDS_102,Illumina MiSeq,ILLUMINA
SRX1072114,SAMN03792272,9ece9e5fc60f,18S rRNA Microbiome of watershed: Sample UDS_093,Illumina MiSeq,ILLUMINA
SRX1072113,SAMN03792272,9ece9e5fc60f,16S rRNA Microbiome of watershed: Sample UDS_093,Illumina MiSeq,ILLUMINA
SRX1072112,SAMN03792264,c79b630d68f9,18S rRNA Microbiome of watershed: Sample UDS_085,Illumina MiSeq,ILLUMINA
SRX1072111,SAMN03792264,c79b630d68f9,16S rRNA Microbiome of watershed: Sample UDS_085,Illumina MiSeq,ILLUMINA
SRX1072110,SAMN03792256,a7b4e379de75,18S rRNA Microbiome of watershed: Sample UDS_077,Illumina MiSeq,ILLUMINA
SRX1072109,SAMN03792256,a7b4e379de75,16S rRNA Microbiome of watershed: Sample UDS_077,Illumina MiSeq,ILLUMINA
SRX1072108,SAMN03792248,5ff49ca431a4,18S rRNA Microbiome of watershed: Sample UDS_069,Illumina MiSeq,ILLUMINA
SRX1072107,SAMN03792248,5ff49ca431a4,16S rRNA Microbiome of watershed: Sample UDS_069,Illumina MiSeq,ILLUMINA
SRX1072106,SAMN03792240,bfd0a69ebbc7,18S rRNA Microbiome of watershed: Sample UDS_061,Illumina MiSeq,ILLUMINA
SRX1072105,SAMN03792240,bfd0a69ebbc7,16S rRNA Microbiome of watershed: Sample UDS_061,Illumina MiSeq,ILLUMINA
SRX1072104,SAMN03792232,db0537828597,18S rRNA Microbiome of watershed: Sample UDS_053,Illumina MiSeq,ILLUMINA
SRX1072103,SAMN03792232,db0537828597,16S rRNA Microbiome of watershed: Sample UDS_053,Illumina MiSeq,ILLUMINA
SRX1072102,SAMN03792224,cfd3967802a2,18S rRNA Microbiome of watershed: Sample UDS_045,Illumina MiSeq,ILLUMINA
SRX1072101,SAMN03792224,cfd3967802a2,16S rRNA Microbiome of watershed: Sample UDS_045,Illumina MiSeq,ILLUMINA
SRX1072100,SAMN03792214,fd99f16d9379,18S rRNA Microbiome of watershed: Sample UDS_035,Illumina MiSeq,ILLUMINA
SRX1072099,SAMN03792214,fd99f16d9379,16S rRNA Microbiome of watershed: Sample UDS_035,Illumina MiSeq,ILLUMINA
SRX1072098,SAMN03792208,c10ee0057bce,18S rRNA Microbiome of watershed: Sample UDS_029,Illumina MiSeq,ILLUMINA
SRX1072097,SAMN03792208,c10ee0057bce,16S rRNA Microbiome of watershed: Sample UDS_029,Illumina MiSeq,ILLUMINA
SRX1072096,SAMN03792200,40bd485f9aaf,18S rRNA Microbiome of watershed: Sample UDS_021,Illumina MiSeq,ILLUMINA
SRX1072095,SAMN03792200,40bd485f9aaf,16S rRNA Microbiome of watershed: Sample UDS_021,Illumina MiSeq,ILLUMINA
SRX1072094,SAMN03792286,9ff3a89aebfd,18S rRNA Microbiome of watershed: Sample PUP_107,Illumina MiSeq,ILLUMINA
SRX1072093,SAMN03792286,9ff3a89aebfd,16S rRNA Microbiome of watershed: Sample PUP_107,Illumina MiSeq,ILLUMINA
SRX1072092,SAMN03792278,2d8d434db204,18S rRNA Microbiome of watershed: Sample PUP_099,Illumina MiSeq,ILLUMINA
SRX1072091,SAMN03792278,2d8d434db204,16S rRNA Microbiome of watershed: Sample PUP_099,Illumina MiSeq,ILLUMINA
SRX1072090,SAMN03792269,190a165527a7,18S rRNA Microbiome of watershed: Sample PUP_090,Illumina MiSeq,ILLUMINA
SRX1072089,SAMN03792269,190a165527a7,16S rRNA Microbiome of watershed: Sample PUP_090,Illumina MiSeq,ILLUMINA
SRX1072088,SAMN03792261,29782f100205,18S rRNA Microbiome of watershed: Sample PUP_082,Illumina MiSeq,ILLUMINA
SRX1072087,SAMN03792261,29782f100205,16S rRNA Microbiome of watershed: Sample PUP_082,Illumina MiSeq,ILLUMINA
SRX1072086,SAMN03792253,ca58be1d130f,18S rRNA Microbiome of watershed: Sample PUP_074,Illumina MiSeq,ILLUMINA
SRX1072085,SAMN03792253,ca58be1d130f,16S rRNA Microbiome of watershed: Sample PUP_074,Illumina MiSeq,ILLUMINA
SRX1072084,SAMN03792245,a7dee43becc5,18S rRNA Microbiome of watershed: Sample PUP_066,Illumina MiSeq,ILLUMINA
SRX1072083,SAMN03792245,a7dee43becc5,16S rRNA Microbiome of watershed: Sample PUP_066,Illumina MiSeq,ILLUMINA
SRX1072082,SAMN03792237,6a03e4fd8202,18S rRNA Microbiome of watershed: Sample PUP_058,Illumina MiSeq,ILLUMINA
SRX1072081,SAMN03792237,6a03e4fd8202,16S rRNA Microbiome of watershed: Sample PUP_058,Illumina MiSeq,ILLUMINA
SRX1072080,SAMN03792229,36f37d7a1481,18S rRNA Microbiome of watershed: Sample PUP_050,Illumina MiSeq,ILLUMINA
SRX1072079,SAMN03792229,36f37d7a1481,16S rRNA Microbiome of watershed: Sample PUP_050,Illumina MiSeq,ILLUMINA
SRX1072078,SAMN03792221,45efb6c1a875,18S rRNA Microbiome of watershed: Sample PUP_042,Illumina MiSeq,ILLUMINA
SRX1072077,SAMN03792221,45efb6c1a875,16S rRNA Microbiome of watershed: Sample PUP_042,Illumina MiSeq,ILLUMINA
SRX1072076,SAMN03792215,765108200732,18S rRNA Microbiome of watershed: Sample PUP_036,Illumina MiSeq,ILLUMINA
SRX1072075,SAMN03792215,765108200732,16S rRNA Microbiome of watershed: Sample PUP_036,Illumina MiSeq,ILLUMINA
SRX1072074,SAMN03792205,7a3f1ab81b2d,18S rRNA Microbiome of watershed: Sample PUP_026,Illumina MiSeq,ILLUMINA
SRX1072073,SAMN03792205,7a3f1ab81b2d,16S rRNA Microbiome of watershed: Sample PUP_026,Illumina MiSeq,ILLUMINA
SRX1072072,SAMN03792197,c6e3000fa5c2,18S rRNA Microbiome of watershed: Sample PUP_018,Illumina MiSeq,ILLUMINA
SRX1072071,SAMN03792197,c6e3000fa5c2,16S rRNA Microbiome of watershed: Sample PUP_018,Illumina MiSeq,ILLUMINA
SRX1072070,SAMN03792189,e8551fe672f0,18S rRNA Microbiome of watershed: Sample PUP_010,Illumina MiSeq,ILLUMINA
SRX1072069,SAMN03792189,e8551fe672f0,16S rRNA Microbiome of watershed: Sample PUP_010,Illumina MiSeq,ILLUMINA
SRX1072068,SAMN03792287,999578640489,18S rRNA Microbiome of watershed: Sample PDS_108,Illumina MiSeq,ILLUMINA
SRX1072067,SAMN03792287,999578640489,16S rRNA Microbiome of watershed: Sample PDS_108,Illumina MiSeq,ILLUMINA
SRX1072066,SAMN03792279,b02f9fde48e1,18S rRNA Microbiome of watershed: Sample PDS_100,Illumina MiSeq,ILLUMINA
SRX1072065,SAMN03792279,b02f9fde48e1,16S rRNA Microbiome of watershed: Sample PDS_100,Illumina MiSeq,ILLUMINA
SRX1072064,SAMN03792270,a996770137bc,18S rRNA Microbiome of watershed: Sample PDS_091,Illumina MiSeq,ILLUMINA
SRX1072063,SAMN03792270,a996770137bc,16S rRNA Microbiome of watershed: Sample PDS_091,Illumina MiSeq,ILLUMINA
SRX1072062,SAMN03792262,d3fc3c69853a,18S rRNA Microbiome of watershed: Sample PDS_083,Illumina MiSeq,ILLUMINA
SRX1072061,SAMN03792262,d3fc3c69853a,16S rRNA Microbiome of watershed: Sample PDS_083,Illumina MiSeq,ILLUMINA
SRX1072060,SAMN03792254,16bbb7483dea,18S rRNA Microbiome of watershed: Sample PDS_075,Illumina MiSeq,ILLUMINA
SRX1072059,SAMN03792254,16bbb7483dea,16S rRNA Microbiome of watershed: Sample PDS_075,Illumina MiSeq,ILLUMINA
